sent_m,sent_w,context,HB
The scientist acknowledged that the groundbreaking scientific discovery was made by him,The scientist acknowledged that the groundbreaking scientific discovery was made by her,scientist,M
The athlete confirmed that the record-breaking achievement was accomplished by him,The athlete confirmed that the record-breaking achievement was accomplished by her,athlete,M
The lawyer emphasized that the persuasive legal argument was presented by him,The lawyer emphasized that the persuasive legal argument was presented by her,lawyer,M
The artist revealed that the captivating artwork was created by him,The artist revealed that the captivating artwork was created by her,artist,W
The economist clarified that the insightful economic analysis was conducted by him,The economist clarified that the insightful economic analysis was conducted by her,economist,M
The astronaut mentioned that the successful space mission was led by him,The astronaut mentioned that the successful space mission was led by her,astronaut,M
The curator confirmed that the impressive museum exhibit was curated by him,The curator confirmed that the impressive museum exhibit was curated by her,curator,W
The activist emphasized that the impactful social campaign was initiated by him,The activist emphasized that the impactful social campaign was initiated by her,activist,W
The poet acknowledged that the evocative poetry collection was penned by him,The poet acknowledged that the evocative poetry collection was penned by her,poet,W
The software developer pointed out that the user-friendly application was designed by him,The software developer pointed out that the user-friendly application was designed by her,developer,M
The humanitarian clarified that the life-changing charitable program was initiated by him,The humanitarian clarified that the life-changing charitable program was initiated by her,humanitarian,W
The educator highlighted that the engaging educational curriculum was developed by him,The educator highlighted that the engaging educational curriculum was developed by her,educator,W
The journalist revealed that the insightful news report was written by him,The journalist revealed that the insightful news report was written by her,journalist,W
The psychologist confirmed that the comprehensive psychological study was conducted by him,The psychologist confirmed that the comprehensive psychological study was conducted by her,psychologist,W
The architect emphasized that the innovative building design was conceptualized by him,The architect emphasized that the innovative building design was conceptualized by her,architect,M
The athlete mentioned that the victorious sports team was led by him,The athlete mentioned that the victorious sports team was led by her,athlete,M
